2017	10	12	18	8.3	144.2	1010	15	0
2017	10	13	0	8.5	143.5	1010	15	0
2017	10	13	6	8.7	142.8	1010	15	0
2017	10	13	12	8.7	141.7	1010	15	0
2017	10	13	18	8.7	140.6	1006	15	0
2017	10	14	0	8.5	139.7	1006	20	0
2017	10	14	6	8.3	139.2	1007	20	0
2017	10	14	12	7.8	138.7	1005	20	0
2017	10	14	18	7.9	138.2	1004	20	0
2017	10	15	0	8.5	137.9	1004	20	0
2017	10	15	6	9.0	137.3	1003	20	0
2017	10	15	12	9.3	136.8	1002	25	0
2017	10	15	18	10.1	136.4	1002	30	0
2017	10	16	0	10.6	135.7	1001	35	0
2017	10	16	6	10.7	134.5	1001	35	0
2017	10	16	12	10.7	133.3	1000	35	0
2017	10	16	18	10.6	132.5	995	40	0
2017	10	17	0	10.3	132.1	990	50	0
2017	10	17	6	10.0	132.2	992	50	0
2017	10	17	12	10.4	132.3	987	55	0
2017	10	17	18	11.1	132.3	979	60	0
2017	10	18	0	11.9	132.3	977	65	0
2017	10	18	6	12.9	132.3	978	65	0
2017	10	18	12	14.0	131.8	981	65	0
2017	10	18	18	14.7	131.4	982	65	0
2017	10	19	0	15.4	130.6	984	65	0
2017	10	19	6	16.3	130.1	975	75	0
2017	10	19	12	17.0	130.0	971	75	0
2017	10	19	18	18.0	129.9	971	75	0
2017	10	20	0	18.8	130.0	962	85	0
2017	10	20	6	19.7	130.1	948	100	0
2017	10	20	12	20.2	130.3	941	110	0
2017	10	20	18	20.7	130.7	921	130	0
2017	10	21	0	21.4	131.2	915	135	0
2017	10	21	6	22.3	131.9	922	135	0
2017	10	21	12	23.8	132.6	922	135	0
2017	10	21	18	25.5	133.3	914	135	0
2017	10	22	0	27.8	133.8	925	125	0
2017	10	22	6	29.9	134.6	925	115	0
2017	10	22	12	32.1	136.3	934	105	0
2017	10	22	18	34.6	138.6	947	90	0
2017	10	23	0	37.3	141.6	975	65	0
2017	10	23	6	40.0	145.1	978	60	0
